a_ref,c_id,c_class,c_sex,c_agegroup,c_sever,c_loc,c_move,c_school,c_pcv,c_pedinj,c_vtype,a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene,a_ref,v_type,v_tow,v_man,v_loc,v_junc,v_skid,v_hit,v_leave,v_hitoff,v_impact,v_sex,v_agegroup,v_hitr,v_forreg
3581,2,4,1,3,3," "," ",8," "," ",8,2021,3581,BELC,3,2,2,TUE,19,10,21,30,334408,373901,13,30," "," "," "," "," "," "," "," "," "," ",3581,8,1,5,3," "," "," "," "," ",5,2,3,1," "
3582,1,1,2,7,2,1,1,8,1," ",8,2021,3582,DCST,2,2,1,TUE,19,10,21,51,244984,415852,13,30,2,7,1,1,4,2,2,1,1,1,3582,8,1,18,3,4,1,1,1,1,2,2,7,1,1
3582,1,1,2,7,2,1,1,8,1," ",8,2021,3582,DCST,2,2,1,TUE,19,10,21,51,244984,415852,13,30,2,7,1,1,4,2,2,1,1,1,3582,8,1,12,3,2,2,1,1,1,2,1,3,1,1
3583,1,1,1,4,3," "," ",8," "," ",8,2021,3583,BELC,3,2,2,TUE,19,10,23,15,335112,373532,13,30," "," "," "," "," "," "," "," "," "," ",3583,8,1,6,3," "," "," "," "," ",5,1,7,1," "
3583,1,1,1,4,3," "," ",8," "," ",8,2021,3583,BELC,3,2,2,TUE,19,10,23,15,335112,373532,13,30," "," "," "," "," "," "," "," "," "," ",3583,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3583,2,1,1,7,3," "," ",8," "," ",8,2021,3583,BELC,3,2,2,TUE,19,10,23,15,335112,373532,13,30," "," "," "," "," "," "," "," "," "," ",3583,8,1,6,3," "," "," "," "," ",5,1,7,1," "
3583,2,1,1,7,3," "," ",8," "," ",8,2021,3583,BELC,3,2,2,TUE,19,10,23,15,335112,373532,13,30," "," "," "," "," "," "," "," "," "," ",3583,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3584,1,3,1,3,3," "," ",8," "," ",8,2021,3584,ARND,3,1,1,WED,20,10,1,11,350278,372952,13,60," "," "," "," "," "," "," "," "," "," ",3584,8,1,17,3," "," "," "," "," ",2,1,3,1," "
3585,1,1,1,4,3," "," ",8," "," ",8,2021,3585,ARBC,3,1,1,WED,20,10,3,28,294422,360184,12,70," "," "," "," "," "," "," "," "," "," ",3585,8,1,18,3," "," "," "," "," ",4,1,4,1," "
3586,1,1,1,6,2,1,1,8,1," ",8,2021,3586,ARBC,2,2,1,WED,20,10,7,15,310168,337231,11,70,12,7,1,1,3,1,1,1,1,1,3586,8,1,19,3,2,3,1,1,1,2,1,6,1,1
3586,1,1,1,6,2,1,1,8,1," ",8,2021,3586,ARBC,2,2,1,WED,20,10,7,15,310168,337231,11,70,12,7,1,1,3,1,1,1,1,1,3586,24,1,6,3,3,1,1,1,1,5,1,7,1,1
3587,1,1,1,4,3," "," ",8," "," ",15,2021,3587,MIDU,3,2,1,WED,20,10,8,0,294887,387165,13,60," "," "," "," "," "," "," "," "," "," ",3587,24,5,16,3," "," "," "," "," ",3,1,4,1," "
3587,1,1,1,4,3," "," ",8," "," ",15,2021,3587,MIDU,3,2,1,WED,20,10,8,0,294887,387165,13,60," "," "," "," "," "," "," "," "," "," ",3587,15,1,17,3," "," "," "," "," ",2,1,4,1," "
3588,1,1,2,5,3," "," ",8," "," ",8,2021,3588,BELC,3,2,1,WED,20,10,9,0,336822,374947,13,30," "," "," "," "," "," "," "," "," "," ",3588,8,1,9,4," "," "," "," "," ",2,2,4,1," "
3588,1,1,2,5,3," "," ",8," "," ",8,2021,3588,BELC,3,2,1,WED,20,10,9,0,336822,374947,13,30," "," "," "," "," "," "," "," "," "," ",3588,8,1,18,4," "," "," "," "," ",5,2,5,1," "
3589,1,1,2,5,3," "," ",8," "," ",8,2021,3589,MIDU,3,2,1,WED,20,10,8,55,280227,361859,13,30," "," "," "," "," "," "," "," "," "," ",3589,15,1,18,3," "," "," "," "," ",2,1,4,1," "
3589,1,1,2,5,3," "," ",8," "," ",8,2021,3589,MIDU,3,2,1,WED,20,10,8,55,280227,361859,13,30," "," "," "," "," "," "," "," "," "," ",3589,8,1,4,3," "," "," "," "," ",3,2,5,1," "
3590,1,1,1,6,3," "," ",8," "," ",15,2021,3590,LISC,3,1,1,WED,20,10,11,49,340888,367289,13,60," "," "," "," "," "," "," "," "," "," ",3590,15,1,18,3," "," "," "," "," ",2,1,6,1," "
3591,1,1,1,4,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,15,1,9,3," "," "," "," "," ",4,1,6,1," "
3591,1,1,1,4,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,8,1,13,3," "," "," "," "," ",5,1,4,1," "
3591,2,3,1,5,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,15,1,9,3," "," "," "," "," ",4,1,6,1," "
3591,2,3,1,5,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,8,1,13,3," "," "," "," "," ",5,1,4,1," "
3591,3,4,2,4,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,15,1,9,3," "," "," "," "," ",4,1,6,1," "
3591,3,4,2,4,3," "," ",8," "," ",8,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,8,1,13,3," "," "," "," "," ",5,1,4,1," "
3591,4,1,1,6,3," "," ",8," "," ",15,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,15,1,9,3," "," "," "," "," ",4,1,6,1," "
3591,4,1,1,6,3," "," ",8," "," ",15,2021,3591,BELC,3,2,4,WED,20,10,14,3,332439,375728,13,30," "," "," "," "," "," "," "," "," "," ",3591,8,1,13,3," "," "," "," "," ",5,1,4,1," "
3592,1,1,2,7,3," "," ",8," "," ",8,2021,3592,ARND,3,2,1,WED,20,10,14,0,349223,373332,13,40," "," "," "," "," "," "," "," "," "," ",3592,8,1,5,3," "," "," "," "," ",2,2,6,1," "
3592,1,1,2,7,3," "," ",8," "," ",8,2021,3592,ARND,3,2,1,WED,20,10,14,0,349223,373332,13,40," "," "," "," "," "," "," "," "," "," ",3592,8,1,3,3," "," "," "," "," ",3,2,7,1," "
3593,1,1,2,6,3," "," ",8," "," ",8,2021,3593,FERO,3,2,2,WED,20,10,14,52,247471,361509,13,60," "," "," "," "," "," "," "," "," "," ",3593,8,1,18,3," "," "," "," "," ",2,2,3,1," "
3593,1,1,2,6,3," "," ",8," "," ",8,2021,3593,FERO,3,2,2,WED,20,10,14,52,247471,361509,13,60," "," "," "," "," "," "," "," "," "," ",3593,8,1,4,3," "," "," "," "," ",3,2,6,1," "
3593,2,1,2,3,3," "," ",8," "," ",8,2021,3593,FERO,3,2,2,WED,20,10,14,52,247471,361509,13,60," "," "," "," "," "," "," "," "," "," ",3593,8,1,18,3," "," "," "," "," ",2,2,3,1," "
3593,2,1,2,3,3," "," ",8," "," ",8,2021,3593,FERO,3,2,2,WED,20,10,14,52,247471,361509,13,60," "," "," "," "," "," "," "," "," "," ",3593,8,1,4,3," "," "," "," "," ",3,2,6,1," "
3594,1,1,1,8,3," "," ",8," "," ",8,2021,3594,ARBC,3,1,1,WED,20,10,15,35,308389,358225,13,30," "," "," "," "," "," "," "," "," "," ",3594,8,1,6,13," "," "," "," "," ",2,1,8,1," "
3595,1,1,1,4,3," "," ",8," "," ",8,2021,3595,BELC,3,2,1,WED,20,10,15,10,329292,371093,13,30," "," "," "," "," "," "," "," "," "," ",3595,24,1,4,3," "," "," "," "," ",2,1,4,1," "
3595,1,1,1,4,3," "," ",8," "," ",8,2021,3595,BELC,3,2,1,WED,20,10,15,10,329292,371093,13,30," "," "," "," "," "," "," "," "," "," ",3595,8,1,4,3," "," "," "," "," ",3,1,4,1," "
3596,1,1,2,4,3," "," ",8," "," ",8,2021,3596,MEAN,3,2,2,WED,20,10,16,6,313639,405420,13,50," "," "," "," "," "," "," "," "," "," ",3596,8,1,10,3," "," "," "," "," ",3,2,7,1," "
3596,1,1,2,4,3," "," ",8," "," ",8,2021,3596,MEAN,3,2,2,WED,20,10,16,6,313639,405420,13,50," "," "," "," "," "," "," "," "," "," ",3596,8,1,18,3," "," "," "," "," ",2,2,4,1," "
3596,2,1,2,7,3," "," ",8," "," ",8,2021,3596,MEAN,3,2,2,WED,20,10,16,6,313639,405420,13,50," "," "," "," "," "," "," "," "," "," ",3596,8,1,10,3," "," "," "," "," ",3,2,7,1," "
3596,2,1,2,7,3," "," ",8," "," ",8,2021,3596,MEAN,3,2,2,WED,20,10,16,6,313639,405420,13,50," "," "," "," "," "," "," "," "," "," ",3596,8,1,18,3," "," "," "," "," ",2,2,4,1," "
3597,1,1,1,6,2,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,9,3,2,2,1,1,1,2,1,5,1,1
3597,1,1,1,6,2,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,18,3,2,1,1,1,1,2,1,6,1,1
3597,2,1,1,5,2,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,9,3,2,2,1,1,1,2,1,5,1,1
3597,2,1,1,5,2,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,18,3,2,1,1,1,1,2,1,6,1,1
3597,3,3,2,6,3,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,9,3,2,2,1,1,1,2,1,5,1,1
3597,3,3,2,6,3,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,18,3,2,1,1,1,1,2,1,6,1,1
3597,4,4,2,2,3,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,9,3,2,2,1,1,1,2,1,5,1,1
3597,4,4,2,2,3,1,1,8,1,2,8,2021,3597,ARBC,2,2,4,WED,20,10,17,11,293484,341183,13,60,12,7,1,1,2,1,1,1,1,1,3597,8,1,18,3,2,1,1,1,1,2,1,6,1,1
3598,1,1,1,4,3," "," ",8," "," ",8,2021,3598,DCST,3,3,1,WED,20,10,17,23,243180,415480,13,60," "," "," "," "," "," "," "," "," "," ",3598,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3598,1,1,1,4,3," "," ",8," "," ",8,2021,3598,DCST,3,3,1,WED,20,10,17,23,243180,415480,13,60," "," "," "," "," "," "," "," "," "," ",3598,8,1,3,3," "," "," "," "," ",3,1,4,1," "
3598,1,1,1,4,3," "," ",8," "," ",8,2021,3598,DCST,3,3,1,WED,20,10,17,23,243180,415480,13,60," "," "," "," "," "," "," "," "," "," ",3598,8,1,3,3," "," "," "," "," ",3,1,4,1," "
3599,1,1,1,7,3," "," ",8," "," ",15,2021,3599,NEMD,3,2,1,WED,20,10,17,25,309512,327490,13,30," "," "," "," "," "," "," "," "," "," ",3599,8,1,4,3," "," "," "," "," ",2,3,9,2," "
3599,1,1,1,7,3," "," ",8," "," ",15,2021,3599,NEMD,3,2,1,WED,20,10,17,25,309512,327490,13,30," "," "," "," "," "," "," "," "," "," ",3599,15,1,4,3," "," "," "," "," ",3,1,7,1," "
3600,1,1,2,6,3," "," ",8," "," ",8,2021,3600,MEAN,3,2,1,WED,20,10,17,35,339727,386612,13,50," "," "," "," "," "," "," "," "," "," ",3600,8,1,9,3," "," "," "," "," ",2,3,9,2," "
3600,1,1,2,6,3," "," ",8," "," ",8,2021,3600,MEAN,3,2,1,WED,20,10,17,35,339727,386612,13,50," "," "," "," "," "," "," "," "," "," ",3600,8,1,18,3," "," "," "," "," ",4,2,6,1," "
3601,1,1,2,6,3," "," ",8," "," ",8,2021,3601,DCST,3,2,1,WED,20,10,18,27,244197,416773,13,30," "," "," "," "," "," "," "," "," "," ",3601,8,1,9,3," "," "," "," "," ",5,2,6,1," "
3601,1,1,2,6,3," "," ",8," "," ",8,2021,3601,DCST,3,2,1,WED,20,10,18,27,244197,416773,13,30," "," "," "," "," "," "," "," "," "," ",3601,8,5,7,3," "," "," "," "," ",4,1,8,1," "
3602,1,7,1,3,3," "," ",8," "," ",1,2021,3602,BELC,3,2,1,WED,20,10,18,45,332916,371597,13,30," "," "," "," "," "," "," "," "," "," ",3602,1,1,18,3," "," "," "," "," ",5,1,3,1," "
3602,1,7,1,3,3," "," ",8," "," ",1,2021,3602,BELC,3,2,1,WED,20,10,18,45,332916,371597,13,30," "," "," "," "," "," "," "," "," "," ",3602,8,1,18,3," "," "," "," "," ",4,2,6,1," "
3603,1,1,1,7,3," "," ",8," "," ",8,2021,3603,DCST,3,2,2,WED,20,10,19,50,244537,419798,1,30," "," "," "," "," "," "," "," "," "," ",3603,8,1,18,3," "," "," "," "," ",2,1,5,1," "
3603,1,1,1,7,3," "," ",8," "," ",8,2021,3603,DCST,3,2,2,WED,20,10,19,50,244537,419798,1,30," "," "," "," "," "," "," "," "," "," ",3603,8,1,18,3," "," "," "," "," ",4,1,7,1," "
3603,2,3,2,1,3," "," ",8," "," ",8,2021,3603,DCST,3,2,2,WED,20,10,19,50,244537,419798,1,30," "," "," "," "," "," "," "," "," "," ",3603,8,1,18,3," "," "," "," "," ",2,1,5,1," "
3603,2,3,2,1,3," "," ",8," "," ",8,2021,3603,DCST,3,2,2,WED,20,10,19,50,244537,419798,1,30," "," "," "," "," "," "," "," "," "," ",3603,8,1,18,3," "," "," "," "," ",4,1,7,1," "
3604,1,1,2,3,3," "," ",8," "," ",8,2021,3604,BELC,3,2,2,WED,20,10,22,15,333201,377019,13,30," "," "," "," "," "," "," "," "," "," ",3604,8,1,11,3," "," "," "," "," ",2,2,3,1," "
3604,1,1,2,3,3," "," ",8," "," ",8,2021,3604,BELC,3,2,2,WED,20,10,22,15,333201,377019,13,30," "," "," "," "," "," "," "," "," "," ",3604,8,1,18,3," "," "," "," "," ",3,2,3,1," "
3604,2,3,2,6,3," "," ",8," "," ",8,2021,3604,BELC,3,2,2,WED,20,10,22,15,333201,377019,13,30," "," "," "," "," "," "," "," "," "," ",3604,8,1,11,3," "," "," "," "," ",2,2,3,1," "
3604,2,3,2,6,3," "," ",8," "," ",8,2021,3604,BELC,3,2,2,WED,20,10,22,15,333201,377019,13,30," "," "," "," "," "," "," "," "," "," ",3604,8,1,18,3," "," "," "," "," ",3,2,3,1," "
3605,1,1,1,5,3," "," ",8," "," ",8,2021,3605,BELC,3,1,2,THU,21,10,2,0,334685,373395,13,40," "," "," "," "," "," "," "," "," "," ",3605,8,1,16,3," "," "," "," "," ",2,1,5,1," "
3605,2,3,1,3,3," "," ",8," "," ",8,2021,3605,BELC,3,1,2,THU,21,10,2,0,334685,373395,13,40," "," "," "," "," "," "," "," "," "," ",3605,8,1,16,3," "," "," "," "," ",2,1,5,1," "
3606,1,1,1,7,3," "," ",8," "," ",15,2021,3606,ANTN,3,2,1,THU,21,10,7,0,330592,382616,12,70," "," "," "," "," "," "," "," "," "," ",3606,15,1,12,3," "," "," "," "," ",2,1,4,1," "
3606,1,1,1,7,3," "," ",8," "," ",15,2021,3606,ANTN,3,2,1,THU,21,10,7,0,330592,382616,12,70," "," "," "," "," "," "," "," "," "," ",3606,15,1,3,3," "," "," "," "," ",3,1,7,1," "
3607,1,5,1,1,2,8,4,7,1,2," ",2021,3607,BELC,2,1,1,THU,21,10,8,39,330541,374045,13,30,1,1,1,9,1,4,1,1,1,1,3607,8,1,5,3,1,1,1,1,1,4,2,5,1,1
3608,1,5,1,8,3," "," ",8," "," "," ",2021,3608,ARBC,3,1,1,THU,21,10,9,3,308107,360002,13,30," "," "," "," "," "," "," "," "," "," ",3608,8,1,18,3," "," "," "," "," ",2,1,5,1," "
3609,1,6,1,8,3," "," ",8," "," ",5,2021,3609,MEAN,3,2,1,THU,21,10,9,25,338748,385748,1,50," "," "," "," "," "," "," "," "," "," ",3609,23,1,8,3," "," "," "," "," ",5,1,8,1," "
3609,1,6,1,8,3," "," ",8," "," ",5,2021,3609,MEAN,3,2,1,THU,21,10,9,25,338748,385748,1,50," "," "," "," "," "," "," "," "," "," ",3609,8,1,5,3," "," "," "," "," ",2,2,5,1," "
3610,1,1,2,4,3," "," ",8," "," ",8,2021,3610,ARND,3,2,1,THU,21,10,11,20,353389,377644,13,60," "," "," "," "," "," "," "," "," "," ",3610,8,1,4,3," "," "," "," "," ",2,1,3,1," "
3610,1,1,2,4,3," "," ",8," "," ",8,2021,3610,ARND,3,2,1,THU,21,10,11,20,353389,377644,13,60," "," "," "," "," "," "," "," "," "," ",3610,8,1,4,3," "," "," "," "," ",3,2,4,1," "
3611,1,1,2,3,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,3,3," "," "," "," "," ",3,2,4,1," "
3611,1,1,2,3,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,18,3," "," "," "," "," ",2,2,3,1," "
3611,2,3,2,6,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,3,3," "," "," "," "," ",3,2,4,1," "
3611,2,3,2,6,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,18,3," "," "," "," "," ",2,2,3,1," "
3611,3,1,2,4,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,3,3," "," "," "," "," ",3,2,4,1," "
3611,3,1,2,4,3," "," ",8," "," ",8,2021,3611,ANTN,3,2,3,THU,21,10,12,38,316087,387384,13,30," "," "," "," "," "," "," "," "," "," ",3611,8,1,18,3," "," "," "," "," ",2,2,3,1," "
3612,1,3,1,6,3," "," ",8," "," ",8,2021,3612,BELC,3,2,1,THU,21,10,13,17,331558,375836,13,30," "," "," "," "," "," "," "," "," "," ",3612,8,1,4,3," "," "," "," "," ",3,2,6,1," "
3612,1,3,1,6,3," "," ",8," "," ",8,2021,3612,BELC,3,2,1,THU,21,10,13,17,331558,375836,13,30," "," "," "," "," "," "," "," "," "," ",3612,8,1,4,3," "," "," "," "," ",2,2,3,1," "
3613,1,1,2,7,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3613,1,1,2,7,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,4,3," "," "," "," "," ",3,2,7,1," "
3613,2,4,2,1,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3613,2,4,2,1,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,4,3," "," "," "," "," ",3,2,7,1," "
3613,3,3,2,7,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,18,3," "," "," "," "," ",2,1,4,1," "
3613,3,3,2,7,3," "," ",8," "," ",8,2021,3613,NEMD,3,2,3,THU,21,10,13,26,350293,349953,13,60," "," "," "," "," "," "," "," "," "," ",3613,8,1,4,3," "," "," "," "," ",3,2,7,1," "
3614,1,1,1,5,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,8,1,9,2," "," "," "," "," ",4,1,8,1," "
3614,1,1,1,5,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,15,1,18,3," "," "," "," "," ",2,1,5,1," "
3614,2,3,2,4,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,8,1,9,2," "," "," "," "," ",4,1,8,1," "
3614,2,3,2,4,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,15,1,18,3," "," "," "," "," ",2,1,5,1," "
3614,3,3,2,1,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,8,1,9,2," "," "," "," "," ",4,1,8,1," "
3614,3,3,2,1,3," "," ",8," "," ",15,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,15,1,18,3," "," "," "," "," ",2,1,5,1," "
3614,4,1,1,8,3," "," ",8," "," ",8,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,8,1,9,2," "," "," "," "," ",4,1,8,1," "
3614,4,1,1,8,3," "," ",8," "," ",8,2021,3614,MIDU,3,2,4,THU,21,10,13,35,279122,365733,13,60," "," "," "," "," "," "," "," "," "," ",3614,15,1,18,3," "," "," "," "," ",2,1,5,1," "
3615,1,1,2,8,3," "," ",8," "," ",8,2021,3615,FERO,3,1,2,THU,21,10,14,0,224513,345202,13,30," "," "," "," "," "," "," "," "," "," ",3615,8,1,19,3," "," "," "," "," ",2,2,8,1," "
3615,2,3,2,8,3," "," ",8," "," ",8,2021,3615,FERO,3,1,2,THU,21,10,14,0,224513,345202,13,30," "," "," "," "," "," "," "," "," "," ",3615,8,1,19,3," "," "," "," "," ",2,2,8,1," "
3616,1,1,1,5,3," "," ",8," "," ",8,2021,3616,ARND,3,2,1,THU,21,10,14,10,351087,380317,13,30," "," "," "," "," "," "," "," "," "," ",3616,8,1,5,3," "," "," "," "," ",2,1,8,1," "
3616,1,1,1,5,3," "," ",8," "," ",8,2021,3616,ARND,3,2,1,THU,21,10,14,10,351087,380317,13,30," "," "," "," "," "," "," "," "," "," ",3616,8,1,3,3," "," "," "," "," ",3,1,5,1," "
3617,1,1,2,4,2,1,1,8,1," ",8,2021,3617,ARBC,2,2,2,THU,21,10,15,19,315928,354104,13,60,6,7,1,1,2,1,1,1,1,1,3617,8,1,13,3,2,6,1,8,5,3,2,4,1,1
3617,1,1,2,4,2,1,1,8,1," ",8,2021,3617,ARBC,2,2,2,THU,21,10,15,19,315928,354104,13,60,6,7,1,1,2,1,1,1,1,1,3617,8,1,13,3,2,1,1,1,1,2,2,5,1,1
3617,2,4,2,1,2,1,1,8,1," ",8,2021,3617,ARBC,2,2,2,THU,21,10,15,19,315928,354104,13,60,6,7,1,1,2,1,1,1,1,1,3617,8,1,13,3,2,6,1,8,5,3,2,4,1,1
3617,2,4,2,1,2,1,1,8,1," ",8,2021,3617,ARBC,2,2,2,THU,21,10,15,19,315928,354104,13,60,6,7,1,1,2,1,1,1,1,1,3617,8,1,13,3,2,1,1,1,1,2,2,5,1,1
3618,1,6,1,6,1,1,1,8,1," ",5,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,4,3,2,1,1,1,1,2,1,5,1,1
3618,1,6,1,6,1,1,1,8,1," ",5,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,15,1,18,3,2,1,1,1,1,2,1,8,1,1
3618,1,6,1,6,1,1,1,8,1," ",5,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,10,3,2,1,1,1,1,4,1,5,1,1
3618,1,6,1,6,1,1,1,8,1," ",5,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,23,1,4,3,3,1,1,8,5,2,1,6,1,1
3618,1,6,1,6,1,1,1,8,1," ",5,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,5,3,3,1,1,1,1,3,1,8,1,1
3618,2,1,1,5,3,1,1,8,1," ",8,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,4,3,2,1,1,1,1,2,1,5,1,1
3618,2,1,1,5,3,1,1,8,1," ",8,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,15,1,18,3,2,1,1,1,1,2,1,8,1,1
3618,2,1,1,5,3,1,1,8,1," ",8,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,10,3,2,1,1,1,1,4,1,5,1,1
3618,2,1,1,5,3,1,1,8,1," ",8,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,23,1,4,3,3,1,1,8,5,2,1,6,1,1
3618,2,1,1,5,3,1,1,8,1," ",8,2021,3618,CCGL,1,5,2,THU,21,10,16,5,310219,439751,13,60,12,4,1,1,2,2,2,1,1,1,3618,8,1,5,3,3,1,1,1,1,3,1,8,1,1
3619,1,3,2,8,3," "," ",8," "," ",8,2021,3619,MEAN,3,3,1,THU,21,10,15,45,308580,402501,13,30," "," "," "," "," "," "," "," "," "," ",3619,8,1,4,3," "," "," "," "," ",3,2,6,1," "
3619,1,3,2,8,3," "," ",8," "," ",8,2021,3619,MEAN,3,3,1,THU,21,10,15,45,308580,402501,13,30," "," "," "," "," "," "," "," "," "," ",3619,8,1,4,3," "," "," "," "," ",3,1,8,1," "
3619,1,3,2,8,3," "," ",8," "," ",8,2021,3619,MEAN,3,3,1,THU,21,10,15,45,308580,402501,13,30," "," "," "," "," "," "," "," "," "," ",3619,8,1,4,3," "," "," "," "," ",2,2,6,1," "
3620,1,5,2,7,3," "," ",8," "," "," ",2021,3620,CCGL,3,1,1,THU,21,10,12,45,284846,432307,2,30," "," "," "," "," "," "," "," "," "," ",3620,6,1,18,13," "," "," "," "," ",2,3,9,1," "
